label,text
flight_id,list all flights from baltimore to philadelphia
flight_id,are there any united airlines flights between boston and dallas
fare_basis_code,what does the fare code y mean
flight_id,american flights from chicago to los angeles morning
flight_id,i need a return flight from denver to atlanta
flight_id,what flights from salt lake city to las vegas
flight_id,what are the evening flights flying out of dallas and going to san francisco on american airlines
flight_id,list all flights on continental leaving denver on monday
transport_type,what types of ground transportation are available in philadelphia
flight_id,show me the earliest flight from boston to denver
flight_id,what flights from los angeles to minneapolis
fare_id,round trip fares from pittsburgh to philadelphia under 1000 dollars
fare_id,show me the first class fares from boston to denver
flight_id,i would like to arrange a flight from denver to pittsburgh
city_code,what city is mco
flight_id,show me a list of the flights from san francisco to boston
airline_code,show me the airlines that fly between toronto and denver
flight_id,what is the least expensive flight from atlanta to denver leaving on october twelfth
transport_type,and how can i get to the boston airport from downtown boston
flight_id,give me the flights from kansas city to chicago leaving next wednesday arriving at chicago at about 7pm
flight_id,i'd like information on all the flights from san francisco to pittsburgh on tuesday
flight_id,what are the flights between pittsburgh and baltimore on august tenth
flight_id,list all afternoon flights on united airlines from san francisco to denver
flight_id,what flight is available at noontime from boston to washington what flight is available around noontime from boston to washington
flight_id,show me all flights from boston to denver which arrive in denver wednesday before noon
flight_id,please list flights from philadelphia to dallas stopping in atlanta
flight_id,what is the last flight from dallas to boston in the evening
transport_type,show me information on ground transportation for dallas
flight_id,flights from cleveland to miami
flight_id,i'm requesting flight information on a flight from denver to san francisco on wednesday
flight_id,please list all united flights between pittsburgh and baltimore
flight_id,is there a red eye flight from san jose to nashville on wednesday the nineteenth of may
fare_id,how much is a round trip fare from memphis to seattle
flight_id,what are the flights from boston to orlando
transport_type,what kind of ground transportation is available in las vegas
fare_id,show me the cheapest fare from dallas to baltimore
flight_id,i want to fly from baltimore to philadelphia
flight_id,list flights from pittsburgh to baltimore
flight_id,show me all daily flights between milwaukee and orlando
flight_id,show me the flights arriving at love field from other airports
flight_id,what is the earliest flight in the morning leaving boston for baltimore
fare_id,i'd like the cheapest cost fare to fort worth from boston
airline_code,show me the airlines from love field
flight_id,when is the first flight in the morning from boston to denver
flight_id,i would like to book an early morning flight from tampa to charlotte on april sixth
flight_id,show me the flights that go from san diego to newark new jersey
flight_id,show me flights from san francisco to denver
flight_id,flight between st. petersburg and charlotte
fare_id,show me the airfare from pittsburgh to san francisco
flight_id,give me information on flights from atlanta to washington dc on wednesday after 4pm and thursday before 9am
flight_id,show me the flights from san francisco to boston
flight_id,what are all the flights on delta in and out of fort worth
fare_id,could you find me the cheapest fare from boston to san francisco
flight_id,do you have a flight from san francisco to atlanta around 8am
departure_time,can you tell me the time a flight would leave from atlanta to boston in the afternoon
flight_id,flights from indianapolis to seattle washington
transport_type,what ground transportation is there in oakland
flight_id,i need to fly from kansas city to chicago leaving next wednesday and returning the following day
flight_id,i need a flight tomorrow from columbus to minneapolis
flight_id,what is the last flight from dallas to boston
fare_id,show me first class fares from dallas to baltimore
flight_id,show flights from pittsburgh to oakland on us airlines with fare information
flight_id,what is the latest flight between washington and boston
count,how many fares are there one way from tacoma to montreal
flight_id,please list the flights leaving from st. louis to st. paul after 10am
flight_id,flying from pittsburgh to atlanta on september fourth what would be the cheapest flight
transport_type,what ground transportation is available in atlanta
aircraft_code,what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday
flight_id,what flights from kansas city to atlanta arriving before 10am on monday
fare_id,can you show me the price of a flight to washington from atlanta on thursday morning
flight_id,show flights first class on american airlines between dallas and philadelphia
flight_id,please show me all round trip flights from new york to miami
flight_id,i would like to travel from boston to denver early in the morning
fare_id,show me fares from dallas to baltimore that cost less than 300 dollars
flight_id,show me flights between new york city and las vegas
flight_id,thanks and what's the last flight back from washington to boston
flight_id,which flights arrive in st. louis from st. paul on thursday morning
flight_id,list all flights from washington dc to tampa florida
flight_id,hi i need to go from cincinnati to san jose california after 6pm on saturday
flight_id,give me the one way flights from pittsburgh to boston
flight_id,i'd like to arrange a trip to baltimore on january first
flight_id,list the nonstop flights on wednesday june second from miami to baltimore arriving in baltimore between 1115am and 1245pm
airline_code,do you have any airlines that would stop at denver on the way from baltimore to san francisco
flight_id,list the flights that leave from philadelphia to atlanta early thursday morning before 8am
flight_id,i would like information on a flight between washington and san francisco with a stopover in dallas
flight_id,on monday i would like to travel from charlotte north carolina to phoenix arizona i would like to arrive in phoenix before 4pm
flight_id,i need a flight from new york city to montreal thursday may six
flight_id,denver to san francisco wednesday
flight_id,what flights from pittsburgh to newark after 1020pm
flight_id,list evening flights tomorrow from phoenix to detroit
flight_id,show me dallas to boston flights
flight_id,on may four atlanta to denver delta flight 257
fare_id,i'd like to find the cheapest fare from atlanta to dallas
flight_id,what flights are there from baltimore to san francisco
flight_id,can you list all flights that depart from orlando to kansas city
flight_id,flight from denver to salt lake city
flight_id,flight from denver to dallas fort worth
flight_id,does continental fly from boston to san francisco
flight_id,show me the flights into love field
flight_id,do any of the continental flights from boston to san francisco stop in denver
flight_id,show me cheap flights from baltimore to dallas
flight_id,show me the flights from san diego to washington dc
flight_id,what are the flights from boston to san francisco
flight_id,what flights are there on delta from boston to dallas
flight_id,return from miami to new york on tower air on saturdays
flight_id,flight from milwaukee to chicago
flight_id,does midwest express serve cleveland
flight_id,what flights go from newark to boston after 5pm
airline_code,please list me the flights and their cost of all airlines flying from denver to baltimore
flight_id,what flights leaving pittsburgh arrive in denver and leave after say 6 o'clock at night
transport_type,train to newark
flight_id,an early flight on wednesday morning from baltimore to newark
flight_id,what flights from denver to pittsburgh arrive before 8 in the morning
flight_id,show me flights leaving from baltimore to dallas
flight_id,show me the flights from san francisco to boston
flight_id,what flights are there from baltimore to newark
flight_id,i need a ticket from los angeles to charlotte that leaves early in the morning
fare_id,what is the fare going from atlanta to boston one way on november seventh
flight_id,does midwest express serve charlotte
flight_id,list flights between oakland and san francisco
flight_id,what are the flights from boston to baltimore
airline_code,does any airline have an early afternoon flight from boston to pittsburgh
flight_id,information on afternoon flights from philadelphia to denver
flight_id,show me the earliest flight from cleveland to memphis
flight_id,what flights leave pittsburgh for denver on monday night
flight_id,show the flights from milwaukee to orlando on a thursday morning
flight_id,i want a flight from san diego to indianapolis that leaves tuesday afternoon
transport_type,what is the ground transportation in san diego
flight_id,show me the round trip tickets from baltimore to atlanta
flight_id,i'd like to find a flight between dallas and philadelphia
fare_id,what is the least expensive one way fare from boston to san francisco
flight_id,please show me flights from pittsburgh to boston on saturday morning after 8am
airline_code,which airline has the most arrivals in atlanta
flight_id,i would like to know the flights available from boston to denver arriving in denver by 8 o'clock wednesday morning
flight_id,i want to go from denver to oakland
meal_code,do i get a meal on the atlanta to bwi flight eastern 210
fare_id,how much does it cost to fly one way from boston to washington first class
advance_purchase,what is restriction ap/57
transport_type,is there ground transportation from the boston airport to downtown boston
flight_id,give me the flights and fares on december twenty seventh from orlando to indianapolis
fare_id,i would like to see the economy fares for pittsburgh to philadelphia
flight_id,listing of all first class flights from washington to san francisco
flight_id,show me the last flight from denver to boston
flight_id,i'd like the earliest flight information from boston to san francisco with a meal
flight_id,what nonstop flights are available from oakland to pittsburgh
transport_type,how do i get to philadelphia downtown from the airport
flight_id,list all the flights that takeoff from general mitchell international
flight_id,what're the cheapest flights from new york to miami
flight_id,first flights and fares from pittsburgh to atlanta on a thursday
flight_id,please list all flights on northwest and united airlines that go to denver
fare_id,what is the fare going one way on november seventh from denver to oakland
flight_id,show me the flights from atlanta to philadelphia
flight_id,i would like to fly from salt lake city back to st. petersburg on wednesday
flight_id,please list all flights on united airlines and northwest which go to denver
flight_id,show me the flights from baltimore to dallas
flight_id,i would like to book a flight going from tampa to seattle on may twenty sixth i would like to stop in milwaukee on the way
flight_id,what flights go from san francisco to washington via indianapolis
flight_id,fly from denver to philadelphia on continental
departure_time,what is the schedule of flights from boston to denver next monday
flight_id,what is the cheapest flight from boston to atlanta
flight_id,show flights first class on american from philadelphia to dallas fort worth
flight_id,list flights from denver to philadelphia
flight_id,show me the flights on twa from atlanta in the morning
flight_id,which transcontinental flight on united airlines from boston to dallas makes a stopover in philadelphia
flight_id,list daily flights from boston to oakland using united airlines
flight_id,show me all flights from indianapolis to montreal
flight_id,show me us air flights from san francisco to pittsburgh on tuesday
airline_code,what airlines fly from new york to milwaukee to los angeles
transport_type,how can i get from the denver airport to downtown
flight_id,which flight from pittsburgh to baltimore carries the smallest number of passengers
flight_id,i need one first class ticket from dallas fort worth to san francisco
flight_id,show me the flights from dallas to san francisco
flight_id,what flights from st. paul to kansas city on friday with dinner served
flight_id,show me all round trip flights between houston and las vegas
flight_id,i need to catch an evening flight from boston to philadelphia on august first
flight_id,can you list all flights from washington to toronto
flight_id,baltimore to philadelphia wednesday
airline_code,please tell me which airline has the most departures from atlanta
flight_id,please list the morning flights from philadelphia to toronto
flight_id,what flights are there from nashville to houston tomorrow evening that serve dinner
flight_id,i'd like information on boston to washington
flight_id,what is the latest flight leaving newark for los angeles wednesday
flight_id,what's the earliest flight i can get between boston and dallas
flight_id,show me the round trip tickets from baltimore to atlanta
flight_id,give me a flight from charlotte to baltimore on tuesday morning
flight_id,flights from philadelphia to oakland
flight_id,what are the united airlines flights between baltimore and denver on august twelfth
flight_id,show flights from new york city to las vegas
flight_id,i would like a flight between denver and san francisco leaving from denver in the afternoon and arriving at 5pm it must be a nonstop flight
fare_id,what is the fare from atlanta to boston on coach one way
flight_id,show me all the flights to baltimore after 6 o'clock pm
flight_id,what is the earliest flight that eastern has between boston and washington
flight_id,show me one way flights from milwaukee to orlando wednesday
flight_id,list all us air flights from miami to cleveland leaving on sunday afternoon
flight_id,dallas to oakland monday
flight_id,show me the flights from denver to atlanta on friday
flight_id,what are all flights from san francisco to philadelphia with stops in pittsburgh
flight_id,list the flights on wednesday from denver to washington arriving in washington between 1115am and 1245pm
flight_id,show fares and flights from denver to oakland
fare_id,what are the fares for flights between atlanta and dfw provided by delta airlines
transport_type,i would like information on ground transportation in atlanta from the airport to the city in the morning around 9am
flight_id,i would like to book on delta airlines their earliest possible flight from washington dc to san francisco
flight_id,show me flights from tampa to st. louis
flight_id,find all flights from philadelphia to dallas stopping in atlanta
flight_id,flight from long beach to columbus on twenty seventh
departure_time,when are the american flights from phoenix to milwaukee
flight_id,show me flights from atlanta to washington dc on wednesday evening
fare_id,i'd like to know the price of first class seats from atlanta to san francisco
fare_id,show me the fares for a first class ticket from baltimore to dallas
flight_id,information on flights from philadelphia to san francisco
flight_id,show me all flights from montreal
flight_id,i would like the cheapest flight from boston to san francisco
fare_id,dl 296 denver to philadelphia what is the fare
flight_id,flights from atlanta to dallas in the afternoon
flight_id,list all flights from baltimore to san francisco on friday
flight_id,list all the landings at general mitchell international
flight_id,is there a direct flight from denver to pittsburgh in the morning of august thirty first that is nonstop
flight_id,i'd like a flight from indianapolis to toronto leaving thursday morning nonstop
flight_id,show me a list of flights from denver to san francisco for september first 1991
flight_id,list united flights from denver to san francisco on wednesdays
flight_id,all fares and flights from philadelphia
meal_code,in flight meal oakland to philadelphia saturday
flight_id,i want to fly from philadelphia to dallas and make a stopover in atlanta
departure_time,what is the flight schedule of the f28 from pittsburgh to baltimore
miles_distant,what is the distance from la guardia to new york's downtown
fare_id,what is the cheapest one way fare from boston to baltimore
flight_id,hi i'd like a flight from tampa to montreal
flight_id,what is the least expensive flight from baltimore to san francisco
flight_id,list all united flights from boston to san francisco
flight_id,what is the earliest flight from memphis to cincinnati on june thirtieth
flight_id,show me the flights from pittsburgh to philadelphia
flight_id,i want to make a trip from washington to san francisco
transport_type,i will be staying downtown in atlanta for two hours could you tell me what the ground transportation is available
flight_id,i would like to fly from pittsburgh to san francisco
flight_id,i want to fly from miami to chicago on american airlines and arrive at around 5 o'clock in the afternoon show me all flights
flight_id,all northwest and united airlines flights with stopovers in denver
flight_id,can you tell me about flights from san jose to nashville on saturday afternoon
flight_id,what flights are there from boston to denver on monday morning
flight_id,are there any thrift economy flights to san francisco from boston
fare_id,what is the price of a one way fare from atlanta to boston
fare_id,first class round trip airfare from indianapolis to memphis
flight_id,list all flights arriving in pittsburgh monday evening from san francisco that first class
minutes_distant,what is the transportation time from the airport to boston
flight_id,all flights from boston to washington dc on november eleventh
flight_id,i want to leave philadelphia and arrive in atlanta on a thursday
flight_id,what flights leave from phoenix
flight_id,i would like information on flights leaving early monday morning from atlanta to baltimore
flight_id,okay let's see do you have a flight on delta airline from atlanta to boston
aircraft_code,on united airlines flying from denver to san francisco before 10am what type of aircraft is used
flight_id,what flights leave atlanta at about 3 in the afternoon and arrive in san francisco
flight_id,give me return flights from philadelphia to san francisco for december third
flight_id,show all flights from miami to jfk
ground_fare,what price is a limousine service in boston
flight_id,show me the flights from baltimore to oakland
flight_id,what is the cheapest way to fly from denver to oakland
flight_id,i would like to travel from boston to denver
flight_id,list all tuesday night flights from boston to denver
flight_id,okay i'm looking for a flight from tampa to st. louis leaving before 10am any day
flight_id,show me all flights from dallas to pittsburgh on monday which leave after 8 o'clock pm
transport_type,what ground transportation is there in dallas
fare_id,can you show me what fares are available from oakland to dallas on december sixteenth one way only
flight_id,list nonstop flights from los angeles to pittsburgh which arrive on monday after 5pm
flight_id,what are all the flights available between pittsburgh and dallas fort worth
transport_type,in new york i'll need to rent a car
fare_id,what is the cheapest fare i can get from dallas to denver
flight_id,list all flights at general mitchell international
flight_id,show me all flights from boston to dallas fort worth both direct and connecting that arrive before noon
fare_basis_code,what does fare code y mean
flight_id,show me one way flights from tampa to st. louis departing before 10am first class
flight_id,show me flights denver to washington dc on thursday
flight_number,may i please see airlines and flight numbers from new york to toronto on the same date june seventeenth also arriving in toronto before noon thank you
flight_id,what's the earliest flight from atlanta to boston
airport_code,describe pittsburgh airport
flight_id,flights to baltimore
flight_id,i'd like to book a flight from columbus to nashville please
flight_id,please list all flights on united airlines out of denver before noon
flight_id,on april eighth i would like to book a flight from charlotte to baltimore
flight_id,i would like to book a flight that goes from memphis to las vegas
flight_id,give me morning flights from atlanta to baltimore
fare_basis_code,show me what fare codes symbols stand for
fare_id,find the cheapest one way fare from pittsburgh to san francisco
flight_id,what delta flights are available from pittsburgh to san francisco
flight_id,i need a flight tomorrow from atlanta to baltimore
flight_id,show me all flights from pittsburgh to boston both direct and connecting that depart pittsburgh after 7pm
flight_id,what is the latest first class flight of the day leaving dallas for san francisco
flight_id,show me the flights from pittsburgh to baltimore arriving in baltimore on june fourteenth
flight_id,i would like to book a flight from baltimore to san francisco before 12 o'clock on tuesday
flight_id,please list all northwest flights into denver
flight_id,show departures and arrivals in atlanta for american airlines
flight_id,what's the earliest flight from san francisco to boston
airport_code,what is mco
fare_id,show me all the prices of flights from baltimore to dallas
flight_id,list the flights arriving in baltimore from denver on august third
flight_id,i would like an american flight from toronto to san diego with a stopover in denver please
flight_id,i need a flight from los angeles to charlotte today
flight_id,list all nonstop flights from los angeles to pittsburgh before 5pm on tuesday
flight_id,give me a flight from baltimore to newark that arrives as early as possible
flight_id,find travel arrangements for a round trip flight from dallas to pittsburgh
flight_id,round trip flights from salt lake city to cincinnati nonstop flights if possible
fare_id,i want to go from denver to atlanta round trip and make a stop at pittsburgh may i have the cheapest fare
fare_id,what is the cheapest one way ticket from denver to pittsburgh
state_code,what ground transport is available in baltimore
flight_id,show me the flights from oakland to denver
count,how many flights go from dallas to baltimore on july nineteenth
flight_id,show me flights from boston to san francisco
flight_id,what are the afternoon flights for denver to san francisco
transport_type,what ground transportation is there from the airport in atlanta to downtown
fare_id,show me the cheapest one way fares from san diego to miami
flight_id,hello i'm trying to find a flight that goes from pittsburgh to denver after 2pm
airline_code,what is ua
flight_id,do you have a delta flight to san francisco from denver on august thirtieth in the early morning
fare_id,i'd like the cheapest one way fare from boston to san francisco
flight_id,show me flights from washington dc to san francisco with a stopover in denver
flight_id,get me a first class flight on american to san francisco on tuesday next week
flight_id,minneapolis to phoenix on monday
flight_id,what flights go from chicago to seattle on continental airlines on saturday
flight_id,show me the cheapest flight on june fourteenth arriving in baltimore starting from dallas
flight_id,i'd like to make a round trip from la to newark by way of charlotte
transport_type,show me ground transportation in washington dc
flight_id,please show me the flights from boston to san francisco
flight_id,i would like a flight between boston and atlanta on any day at one in the afternoon
flight_id,what is the least expensive flight from pittsburgh to atlanta leaving on october fifth
ground_fare,how much does it cost to rent a car in tacoma
state_code,on continental flight 1765 from boston to san francisco what type of meal is served
flight_id,and what are the flights from nashville to tacoma on the eighteenth again
flight_id,what flights are there on wednesday evening from denver to sfo
flight_id,tell me the last flight from atlanta to philadelphia
flight_id,all flights from charlotte to anywhere on us air around 1pm
flight_id,does eastern have an early afternoon flight from boston to san francisco
flight_id,what flights are there from newark to seattle on saturday
flight_id,i need a flight from phoenix to detroit leaving monday evening
fare_id,what is the round trip thrift fare on us air from boston to san francisco
fare_id,i'd like the cheapest one way fare from boston to atlanta please
fare_id,give me the round trip coach fare from baltimore to dallas
airport_code,what's the name of the denver airport
flight_id,show me first class flights one way tampa to st. louis
flight_id,please show me flights from philadelphia to baltimore between 10am and 2pm
airline_code,show me the airlines that fly from toronto to boston
flight_id,i am interested in a flight on american airlines from dallas to washington
flight_id,are there any early flights from atlanta to washington on thursday mornings
airport_code,please list information regarding san francisco airport
flight_id,list nonstop flights from burbank to denver arriving by 6pm
flight_id,show me all round trips from new york to miami leaving on tuesday
flight_id,i need to go from boston to denver and then to san francisco
flight_id,show me the round trip tickets from baltimore to dallas
flight_id,show me all flights from san francisco to atlanta
flight_id,show me all flights from pittsburgh to baltimore tomorrow
flight_id,show me the flights that go from atlanta to washington on thursday mornings
flight_id,i would like a flight from philadelphia to san francisco
flight_id,what flights are available from boston to denver on wednesday in early morning
flight_id,show me all flights from san francisco to pittsburgh
flight_id,may i have a listing of flights from long beach california to columbus ohio on wednesday
fare_basis_code,what does code qw mean
flight_id,what is the most expensive flight from dallas to baltimore
flight_id,show me the flights from philadelphia to baltimore
flight_id,flight from dallas to milwaukee
airline_code,what is airline nw
flight_id,show me all flights between boston and washington
flight_id,i need a flight from kansas city to chicago next wednesday that reaches chicago around 7 in the evening
flight_id,show me flights from baltimore to boston
flight_id,what flight from boston to baltimore is the least expensive flight
flight_id,i'd like a cheap flight from dallas to baltimore on january first
miles_distant,how far is it from orlando airport to orlando
flight_id,show me flights from philadelphia to oakland on friday
fare_id,again i will repeat i want to make a one way flight from boston to atlanta will you tell me how much the fares are i would like the cheapest fare
flight_id,what flights are there from houston to dallas
flight_id,list all flights from seattle on continental which depart after 430pm
flight_id,i would like a flight from philadelphia to dallas
state_code,i would like to fly from denver to atlanta by way of pittsburgh
airline_code,does american airlines fly to san francisco from atlanta
flight_id,tell me the flights from baltimore to dallas
flight_id,give me the flights from baltimore to pittsburgh
flight_id,show me all flights from boston to denver which arrive in denver wednesday before 6
flight_id,give me the flights from chicago to seattle on saturday morning
flight_id,could you show me all the flights from oakland to salt lake city
fare_id,lowest fare from san francisco to los angeles
flight_id,show me flights from denver to atlanta
fare_id,how much is the cheapest flight from denver to pittsburgh
flight_id,give me the flights with the fares on december twenty seventh from indianapolis to orlando
flight_id,all flights from boston to washington dc on november tenth
flight_id,yes what flights will be used on july seventh in the morning from atlanta to boston
ground_fare,what are the rental car rates in dallas
flight_id,show me flights from new york to miami
flight_id,please show me united nonstop flights between boston and san francisco departing around 5 in the evening
flight_id,show me all flights from baltimore to san francisco
flight_id,show me the evening flights from baltimore to atlanta
airport_code,what is ewr
flight_id,i also need to go to san francisco on wednesday evening from dallas
transport_type,what type of ground transportation is available in washington
transport_type,can you help me with ground transportation information i need to get from the airport in philadelphia to downtown philadelphia
flight_id,show me nonstop flights from miami to new york with coach class fares
flight_id,wednesday morning flights between baltimore and newark
flight_id,afternoon flight from denver to san francisco
flight_id,show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way
flight_id,list the earliest flights from st. paul to san jose
fare_basis_code,what does fare code qw mean
flight_id,show me all flights and fares from denver to san francisco
transport_type,how do i get from the airport to downtown in tacoma
flight_id,show me the flights from denver to las vegas
flight_id,what's the cheapest flight from atlanta to baltimore
flight_id,hi could i get a one way ticket from milwaukee to orlando
flight_id,okay could you tell me what flight leaves dallas to san francisco by united airline
flight_id,all am flights departing pittsburgh arriving denver
flight_id,show me all connecting flights on united airlines between boston and san francisco
flight_id,list the cheapest flight from charlotte to memphis
flight_id,show me the flights on delta or twa which go through atlanta
flight_id,i would like information on flights leaving atlanta and arriving in dallas
flight_id,list all flights leaving on thursday morning from new york city to montreal
flight_id,show me flights between denver and baltimore
transport_type,show me ground transportation in denver
flight_id,what is the earliest arrival in salt lake city of a flight from toronto
flight_id,show the flights from denver to san francisco
flight_id,flying from pittsburgh to philadelphia on us air
flight_id,i'd like to see all flights from baltimore to philadelphia
flight_id,what is the earliest american airlines flight leaving philadelphia for dallas
flight_id,show me the flights from pittsburgh to baltimore
flight_id,list all daily flights between boston and oakland using american airlines
transport_type,how do you travel from san francisco airport to downtown san francisco
flight_id,i need information for a flight from denver to atlanta
flight_id,i would like to fly from atlanta to denver on september fifteenth
fare_id,list a round trip fare from kansas city to minneapolis flights
fare_basis_code,what does the fare code qx mean
flight_id,i want a flight from boston to atlanta
transport_type,what is the ground transportation available in the city of philadelphia
flight_id,show me flights going from san francisco to pittsburgh first class on monday of leaving after 12 noon
flight_id,what is the cheapest flight from long beach to memphis
flight_id,i'm requesting flight information on a flight from san francisco to pittsburgh on friday
flight_id,does flight dl 323 / dl 229 from boston to denver stop in philadelphia
city_code,what city is the airport mco in
airline_code,can you list all the airlines that have flights from boston to san francisco
flight_id,show flights from pittsburgh into san francisco
flight_id,what is the cheapest flight from san francisco to pittsburgh on sunday
flight_id,can you tell me the flights on october fifteenth 1991 from boston to oakland
flight_id,what flights go from denver to atlanta
flight_id,what flights are available between baltimore and boston on august twelfth
flight_id,from las vegas to montreal
flight_id,show me all the united airlines flights leaving dallas
flight_id,flight information from oakland to denver
fare_id,how much is a round trip fare from nashville to seattle
flight_id,what are the flights and fares from atlanta to philadelphia
fare_id,show me prices and times for first class travel from baltimore to dallas next summer
flight_id,i need a flight from logan to atlanta this afternoon
flight_id,show me all flights from philadelphia to boston on monday which serve a meal and arrive before noon
fare_id,cheapest fare from indianapolis to seattle
flight_id,i'm looking for a flight leaving denver traveling to atlanta and stopping at pittsburgh is this possible
flight_id,show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow
flight_id,show me the cheapest one way flights from dallas to san francisco leaving dallas after 4pm
flight_id,i would like the first flight from dallas into houston on march first and the last flight from houston back to dallas on march first
transport_type,what is the ground transportation between airport and baltimore
flight_id,i'm flying from boston to dallas
transport_type,i will need a car at new york
flight_id,show me the cheapest one way flight from atlanta to pittsburgh
flight_id,please give me a flight from pittsburgh to san francisco monday
flight_id,i would like a flight from nashville to st. louis that arrives in st. louis around 6pm and is nonstop
flight_id,i'm looking for a flight from charlotte to las vegas that stops in st. louis hopefully a dinner flight how can i find that out
flight_id,what flights from memphis to miami on wednesday
flight_id,i want to fly from milwaukee to orlando
flight_id,could you tell me what morning flights are available from oakland to denver before 10am
airline_code,what airlines fly from st. petersburg to milwaukee and from milwaukee to tacoma
flight_id,i would like to fly from boston to baltimore in the afternoon what flights are there
flight_id,which united airlines flight flies from boston to san francisco and makes a stopover in philadelphia
flight_id,what are the flights from atlanta to baltimore
flight_id,is there a united flight from baltimore to san francisco on the morning of august twenty seventh
flight_id,list the nonstop flights from denver to washington dc
flight_id,i would like to see the flights from denver to philadelphia
flight_id,what are the flights from orlando to kansas city
fare_id,show me the lowest price from dallas to baltimore
flight_id,show me the flights that go from san diego to newark with one stop in houston
flight_id,show me flights between memphis and las vegas on sunday
airport_code,what is ewr
flight_id,i'd like to see flights from pittsburgh to philadelphia
flight_id,what flights are available from pittsburgh to oakland airport
flight_id,what delta flights fly from washington to dallas in the morning
flight_id,what flights are available thursday afternoon from baltimore to atlanta
fare_id,show me the fare from dallas to san francisco
flight_id,what flights go from boston to denver before 10am
flight_id,i'd like to see flights from baltimore to atlanta that arrive before noon
flight_id,show me flights with first class reservations from san francisco to pittsburgh for monday
flight_id,i'd like to see the flights from denver to philadelphia again
transport_type,what ground transportation is available from the pittsburgh airport
flight_id,find a flight from philadelphia to san francisco please on delta
flight_id,i would like to book a flight for august twenty seventh from baltimore to san francisco on us air
flight_id,flight information on january twenty third from denver to san francisco
flight_id,list all flights arriving at general mitchell international
flight_id,flights from westchester county to st. paul
flight_id,what is the last flight from san francisco to dallas fort worth
aircraft_code,what type of aircraft is used flying from atlanta to denver before 12 noon
transport_type,what types of ground transportation are there to san francisco airport
flight_id,i'd like to go from boston to san francisco
flight_id,which is the flight number for the us air flight from philadelphia to boston is it 279 or is it 137338
flight_id,show me the list of flights from philadelphia to denver that leave in the afternoon
transport_type,show me ground transportation in boston and in baltimore
flight_id,information on first class round trip from pittsburgh to san francisco
airline_code,what airlines fly between boston and san francisco
flight_id,show me the flights on continental from indianapolis to san diego in the afternoon tomorrow
flight_id,show flights from dallas to oakland
flight_id,is there a flight from atlanta to san francisco on november seventh at noon
flight_id,show me flights from milwaukee to orlando on wednesday evening or thursday mornings
flight_id,list all flights from minneapolis to long beach on saturday
flight_id,which flights on northwest and united airlines stop in denver before noon
flight_id,show me the flights from montreal to chicago
city_code,show me the cities served by nationair
flight_id,show me all the lufthansa flights between philadelphia and denver
flight_id,show flights between boston and philadelphia
flight_id,give me all the flights from new york to miami round trip
flight_id,please list the twa flights from las vegas to new york and fare
flight_id,i want a one way ticket from dallas to baltimore
transport_type,what ground transportation is available in baltimore
restriction_code,explain restriction ap/57
fare_id,cheapest fare from memphis to seattle
transport_type,tell me about ground transportation at toronto
flight_id,show me all flights from pittsburgh to baltimore
flight_id,what flights from las vegas to san diego
flight_id,i'd like to fly round trip from boston to pittsburgh
flight_id,what is the latest flight from milwaukee to seattle tomorrow
flight_id,flights from indianapolis to seattle
airport_code,what does mco stand for
flight_id,find any flight from boston to oakland stopping in denver
flight_id,find a flight from toronto to san diego with a layover in dc on delta airlines
flight_id,i need a flight from new york to san francisco
transport_type,ground transportation in oakland
flight_id,i would like to fly from denver to pittsburgh and atlanta
flight_id,from washington dc to philadelphia departing in the afternoon
flight_id,show me flights from anywhere to philadelphia arriving after 2100
fare_id,what is the cost of a ticket going from denver to boston july twenty fifth 1991
flight_id,what are the cheapest one way flights from pittsburgh to atlanta
transport_type,what is the ground transportation available in fort worth texas
flight_id,find travel arrangements for a round trip flight from boston to pittsburgh
aircraft_code,list types of aircraft that connect boston and san francisco
flight_id,show flights between philadelphia and denver on september sixteenth
flight_id,show me flights monday night after 8pm for dallas to boston
flight_id,please show me the return flights from miami to new york
flight_id,what flights depart from charlotte to newark that leave in the afternoon or leave in the evening
flight_id,i'd like to fly from denver to atlanta with a stop in pittsburgh
flight_id,i want to fly from boston to baltimore
ground_fare,show me a list of rental car fares at boston airport
flight_id,i would like some information on the earliest flights you have leaving atlanta arriving in denver
ground_fare,how much is a limousine between dallas fort worth international airport and dallas
flight_id,show me flights between memphis tennessee and las vegas
flight_id,all flights from pittsburgh to dallas round trip after 12pm less than 100
flight_id,list all the flights that depart from general mitchell international
advance_purchase,what is restriction ap/57
flight_id,i'd like to take a flight from washington dc stop in denver and with my final destination as san francisco
transport_type,how do i get downtown from the toronto airport
flight_id,flight from nashville to cleveland
ground_fare,do you have the fare for traveling from oakland airport to oakland downtown
flight_id,i would like to fly to baltimore
flight_id,what flights are there tuesday morning from dallas to atlanta
aircraft_code,what is the seating capacity for the f28
flight_id,i want a flight between oakland and boston that arrives before 5pm
flight_id,what is your earliest morning flight from indianapolis to charlotte
flight_id,i would like a nonstop flight from new york to las vegas on march second
flight_id,i want to fly from boston to san francisco
flight_id,list the delta airlines flights from boston to philadelphia
flight_id,show me all the flights between philadelphia and denver
